artist,date,genre,style,PC1,PC2
A.Y. Jackson,1910.0,landscape,Post-Impressionism,1.093986804057685,-1.0124393153661553
A.Y. Jackson,1913.0,landscape,Art Nouveau (Modern),0.9865103644215469,-0.45497149528506775
A.Y. Jackson,1914.0,landscape,Art Nouveau (Modern),1.5019553336156144,-0.8408756740116017
A.Y. Jackson,1919.0,landscape,Post-Impressionism,0.9228163328701674,-1.462472051367946
A.Y. Jackson,1920.0,landscape,Art Nouveau (Modern),1.4212910148978035,-0.8167367248973234
A.Y. Jackson,1921.0,landscape,Art Nouveau (Modern),-0.7090890057150165,-2.11969973007824
A.Y. Jackson,1923.0,landscape,Post-Impressionism,1.0765017393230059,-0.6150691661872776
A.Y. Jackson,1926.0,landscape,Art Nouveau (Modern),0.5349258712027202,-1.72446459011198
A.Y. Jackson,1927.0,landscape,Art Nouveau (Modern),1.3988779937447116,1.513190691344717
A.Y. Jackson,1928.0,landscape,Art Nouveau (Modern),1.54967732467609,-0.4290540724123527
A.Y. Jackson,1930.0,landscape,Art Nouveau (Modern),0.5485776605485045,-1.561587213212276
A.Y. Jackson,1933.0,landscape,Art Nouveau (Modern),0.013695280403007227,-1.35132657161546
A.Y. Jackson,1934.0,landscape,Post-Impressionism,-0.3243441791833069,-1.465533988390366
A.Y. Jackson,1935.0,landscape,Art Nouveau (Modern),2.054313922161821,-1.9462611213879755
A.Y. Jackson,1945.0,landscape,Art Nouveau (Modern),-0.7733150174765038,0.07025911336636013
A.Y. Jackson,1949.0,landscape,Art Nouveau (Modern),-0.8834947600740664,-0.09106771663161552
A.Y. Jackson,1951.0,landscape,Post-Impressionism,-0.15919866847305852,-0.5106829519789942
A.Y. Jackson,1953.0,landscape,Art Nouveau (Modern),1.9282505424219607,-0.6742607472674662
Abidin Dino,1940.0,figurative,Expressionism,-0.04227940103855338,-0.6155572788821493
Abidin Dino,1944.0,figurative,Expressionism,-1.9222683023178004,-0.29113847549035077
Abidin Dino,1950.0,figurative,Expressionism,-2.266265717794405,0.3889098339912369
Abidin Dino,1955.0,still life,Surrealism,1.1962474535758303,-1.194085521466613
Abidin Dino,1956.0,figurative,Surrealism,-0.2399620281416646,0.4332093289440403
Abidin Dino,1961.0,abstract,Abstract Expressionism,0.3746403459792021,1.2975762913095947
Abidin Dino,1967.0,self-portrait,Expressionism,1.9658856111369307,-2.526385676935413
Abidin Dino,1968.0,figurative,Surrealism,1.7671205847745024,-0.6450397540372819
Abidin Dino,1970.0,flower painting,Surrealism,-0.5167007712593612,0.6321850595652206
Abidin Dino,1971.0,landscape,Abstract Expressionism,-0.8665515321220476,1.1392827441967492
Abidin Dino,1972.0,poster,Expressionism,-4.479202516018182,-3.167031945265748
Abidin Dino,1973.0,self-portrait,Expressionism,1.3534830336033288,0.3290796326828138
Abidin Dino,1979.0,landscape,Abstract Expressionism,-1.7298367214447783,0.9086893857371406
Abidin Dino,1980.0,figurative,Expressionism,-1.9404935296104158,-0.05954313819706748
Abidin Dino,1989.0,figurative,Surrealism,0.49773517407623485,1.5412359431931781
Abidin Dino,1990.0,figurative,Surrealism,1.0949331131697517,-0.02268029065798996
Abraham Manievich,1905.0,cityscape,Post-Impressionism,-0.965039721614692,1.1948400539035686
Abraham Manievich,1908.0,landscape,Post-Impressionism,-2.3112755002681173,0.4124116742307487
Abraham Manievich,1910.0,cityscape,Post-Impressionism,-0.6321622432972905,0.15425368287368024
Abraham Manievich,1911.0,landscape,Post-Impressionism,-2.0456214157677812,0.48421790542070314
Abraham Manievich,1913.0,landscape,Post-Impressionism,-0.08069583703759772,0.17617490307127984
Abraham Manievich,1915.0,cityscape,Post-Impressionism,0.4930004066710739,-0.8049368970649926
Abraham Manievich,1919.0,cityscape,Expressionism,0.8378120792683091,2.3854587931023077
Abraham Manievich,1921.0,landscape,Post-Impressionism,0.10935576656883562,1.1688032501297674
Abraham Manievich,1923.0,cityscape,Expressionism,-0.032219202747387474,-0.0549148769464502
Abraham Manievich,1925.0,landscape,Cubism,1.2991857557267652,-0.6622518768017354
Abraham Manievich,1929.0,portrait,Expressionism,2.4596861576415034,-0.7034215537996249
Abraham Manievich,1930.0,flower painting,Post-Impressionism,-0.3140458003339808,0.13130001803220734
Abraham Manievich,1937.0,portrait,Fauvism,0.006411748259025307,-1.1125346171232773
Ad Reinhardt,1937.0,abstract,Abstract Art,1.266849471378982,-0.8204882503115273
Ad Reinhardt,1938.0,abstract,Abstract Art,-0.8369460514626651,0.35851238331553065
Ad Reinhardt,1939.0,abstract,Abstract Art,-1.3260752720226168,-0.3763539986881604
Ad Reinhardt,1940.0,abstract,Abstract Art,-0.30132592490392546,0.3001022647334
Ad Reinhardt,1941.0,abstract,Abstract Art,-0.6291806426456562,0.929401043275497
Ad Reinhardt,1944.0,illustration,Expressionism,-1.2987365928452024,0.5284182007031332
Ad Reinhardt,1946.0,caricature,Expressionism,-1.6956995645673074,0.8047226363103906
Ad Reinhardt,1948.0,abstract,Hard Edge Painting,-4.012069508590519,-2.229734862649219
Ad Reinhardt,1949.0,abstract,Abstract Expressionism,-2.602420968299771,0.14313028203876477
Ad Reinhardt,1950.0,abstract,Hard Edge Painting,-2.4684730580357686,-1.6862521382493325
Ad Reinhardt,1952.0,abstract,Hard Edge Painting,-0.5911270942551526,-2.0772952460699545
Ad Reinhardt,1953.0,abstract,Color Field Painting,-2.7558008473457876,-3.278242488414177
Ad Reinhardt,1954.0,abstract,Color Field Painting,-2.518071430359515,0.3043981470515943
Ad Reinhardt,1958.0,abstract,Color Field Painting,0.17662009717256047,3.350976950851965
Ad Reinhardt,1961.0,abstract,Color Field Painting,0.1762506889496767,3.350427209291699
Ad Reinhardt,1963.0,abstract,Color Field Painting,0.17713348412921845,3.350283720537663
Ad Reinhardt,1964.0,abstract,Color Field Painting,0.4228942966061086,-0.9013464399542552
Ad Reinhardt,1966.0,abstract,Color Field Painting,0.949360116944259,1.1295974562189552
Adja Yunkers,1951.0,abstract,Abstract Expressionism,-0.7511195494768602,1.947766031563029
Adja Yunkers,1952.0,symbolic painting,Abstract Expressionism,-0.4806603931839814,2.035192131350316
Adja Yunkers,1955.0,abstract,Abstract Expressionism,-1.4034847398246149,1.5439071167540985
Adja Yunkers,1957.0,abstract,Abstract Expressionism,1.4768404781164726,0.343256963376633
Adja Yunkers,1958.0,abstract,Abstract Expressionism,-0.02352569006590667,-0.00145072759096156
Adja Yunkers,1961.0,abstract,Abstract Expressionism,-1.5531217056739524,1.3953561835925858
Adja Yunkers,1964.0,symbolic painting,Abstract Expressionism,-0.2638894218788298,2.660682166831253
Adja Yunkers,1966.0,abstract,Color Field Painting,-0.20127521820233246,2.723314392214882
Adja Yunkers,1969.0,abstract,Color Field Painting,-5.027574137465092,-3.1799245748615634
Adja Yunkers,1973.0,abstract,Color Field Painting,-2.4493484264139482,0.14667911622763982
Adja Yunkers,1974.0,abstract,Color Field Painting,0.4158699476137004,-2.549377067351382
Adja Yunkers,1975.0,abstract,Color Field Painting,-1.8574673024379647,-1.9450692615085334
Adolf Dietrich,1917.0,landscape,Na•ve Art (Primitivism),-0.7850463141373223,2.145352784534948
Adolf Dietrich,1918.0,landscape,Na•ve Art (Primitivism),-0.6001913658752185,1.7401259730158802
Adolf Dietrich,1926.0,landscape,Na•ve Art (Primitivism),-2.328994999003224,0.3644444314344996
Adolf Dietrich,1928.0,animal painting,Na•ve Art (Primitivism),0.34912428470134393,1.6730835570092641
Adolf Dietrich,1931.0,landscape,Na•ve Art (Primitivism),-0.911143065247102,1.120591052267708
Adolf Dietrich,1932.0,landscape,Na•ve Art (Primitivism),-2.6063206484244072,0.18172656852161623
Adolf Dietrich,1934.0,animal painting,Na•ve Art (Primitivism),0.10404995048777813,2.8306230548634455
Adolf Dietrich,1937.0,animal painting,Na•ve Art (Primitivism),-0.007852310438577328,0.7714799679501252
Adolf Dietrich,1939.0,genre painting,Na•ve Art (Primitivism),-1.6816364532408352,0.26852212458962565
Adolf Dietrich,1940.0,landscape,Na•ve Art (Primitivism),-2.59048268128803,0.21319278921830623
Adolf Dietrich,1941.0,landscape,Na•ve Art (Primitivism),-2.118419559994656,-0.8639072074696882
Adolf Dietrich,1944.0,animal painting,Na•ve Art (Primitivism),-0.6355682325795706,0.6381602867425646
Adolf Dietrich,1946.0,animal painting,Na•ve Art (Primitivism),-2.643404302316575,0.1471591136325889
Adolf Dietrich,1952.0,animal painting,Na•ve Art (Primitivism),-1.7013772357793573,0.09132656496452214
Adolf Dietrich,1953.0,flower painting,Na•ve Art (Primitivism),-2.0981491339572225,0.7399768579099217
Adolf Dietrich,1954.0,animal painting,Na•ve Art (Primitivism),-1.2657105901054047,0.3946798571401377
Adolf Dietrich,1955.0,animal painting,Na•ve Art (Primitivism),-1.326647193426956,1.1279720048556678
Adolf Dietrich,1956.0,animal painting,Na•ve Art (Primitivism),-2.2694552944492803,0.580744364966496
Adolf Fleischmann,1928.0,marina,Expressionism,-1.72425585753046,-1.348750426050267
Adolf Fleischmann,1938.0,still life,Cubism,0.751711582732887,-1.0813387384835502
Adolf Fleischmann,1943.0,abstract,Concretism,-1.5300283459006558,-1.8597954225557871
Adolf Fleischmann,1947.0,abstract,Concretism,2.5461460344544005,-0.8892583777750953
Adolf Fleischmann,1948.0,abstract,Concretism,0.36599426687305825,2.807827574924953
Adolf Fleischmann,1951.0,abstract,Concretism,-1.5293988126410363,0.3965878176194714
Adolf Fleischmann,1952.0,abstract,Concretism,1.8349275974615444,-1.8261691620953555
Adolf Fleischmann,1954.0,abstract,Concretism,-2.6317300763134055,-0.017550641407395814
Adolf Fleischmann,1955.0,abstract,Concretism,-1.6216406229809213,0.10027119393929644
Adolf Fleischmann,1956.0,abstract,Concretism,-0.2578121527041173,2.2052996984282434
Adolf Fleischmann,1958.0,abstract,Concretism,-1.571836867482757,0.1279954441739059
Adolf Fleischmann,1959.0,abstract,Concretism,-0.47527992423926346,0.5044329896427632
Adolf Fleischmann,1961.0,abstract,Ilkhanid,-2.3361684751210006,0.11348791745210147
Adolf Fleischmann,1963.0,abstract,Concretism,-1.1654083225409835,0.7691426611824695
Adolph Menzel,1845.0,interior,Realism,-0.5502742508703059,0.05026891287397952
Adolph Menzel,1846.0,landscape,Realism,1.0435996195548713,1.1241895214781426
Adolph Menzel,1847.0,landscape,Realism,1.8093688809717041,-1.0515978809640805
Adolph Menzel,1848.0,portrait,Realism,1.5290997721143333,-0.7137788371911417
Adolph Menzel,1850.0,genre painting,Realism,1.7054970763987969,-0.5820013844578105
Adolph Menzel,1852.0,genre painting,Realism,1.7881328327099086,0.5551588238398666
Adolph Menzel,1853.0,portrait,Realism,2.8377332538682625,-0.502726733477989
Adolph Menzel,1856.0,genre painting,Realism,1.1797515049624578,1.8198818640013579
Adolph Menzel,1857.0,genre painting,Realism,1.7030629627416565,0.5251176612674765
Adolph Menzel,1865.0,portrait,Realism,1.2564528615968698,-1.4371589284702424
Adolph Menzel,1867.0,genre painting,Realism,2.2081765254668597,-0.6840969207736776
Adolph Menzel,1869.0,genre painting,Realism,0.9728574257734094,-0.306803274595025
Adolph Menzel,1872.0,still life,Realism,1.0541305386316953,1.2776234048597486
Adolph Menzel,1875.0,genre painting,Realism,1.4617697664645952,-0.021467805838862247
Adolph Menzel,1878.0,genre painting,Realism,2.52590739760747,-1.2009850120950962
Adolph Menzel,1880.0,genre painting,Realism,-0.7240418738021314,2.332701707795262
Adolph Menzel,1883.0,genre painting,Realism,1.259890434139534,1.3397773461217504
Adolph Menzel,1888.0,genre painting,Realism,2.2709780495445537,-0.9920948853694651
Adolph Menzel,1889.0,sketch and study,Realism,-2.3722125477326523,0.45039851066073877
Adriaen van Ostade,1635.0,genre painting,Baroque,1.9291168825624117,-0.39159175867742096
Adriaen van Ostade,1636.0,genre painting,Baroque,2.7775873182853448,-0.2813226354701815
Adriaen van Ostade,1637.0,genre painting,Baroque,1.7103726567954767,0.4436493839463074
Adriaen van Ostade,1638.0,genre painting,Baroque,2.5473566030656256,-0.3247247198639206
Adriaen van Ostade,1639.0,genre painting,Baroque,1.7227899399670106,-0.14368634708384895
Adriaen van Ostade,1642.0,interior,Baroque,2.9269919852092605,-0.6302857650728882
Adriaen van Ostade,1645.0,genre painting,Baroque,0.6893487167017671,0.0074335716746866745
Adriaen van Ostade,1646.0,genre painting,Baroque,2.009661552217214,-0.16248664302320284
Adriaen van Ostade,1647.0,genre painting,Baroque,0.595080149660268,2.0908602544322585
Adriaen van Ostade,1648.0,landscape,Baroque,1.244794449154973,-0.6557219159955262
Adriaen van Ostade,1650.0,genre painting,Baroque,1.2999279495855365,1.623176612826401
Adriaen van Ostade,1652.0,genre painting,Baroque,1.7250666362978484,-0.27560193415202067
Adriaen van Ostade,1653.0,genre painting,Baroque,0.17153722123100548,1.9358039476111664
Adriaen van Ostade,1654.0,portrait,Baroque,0.9853708743263813,1.7492937751598308
Adriaen van Ostade,1655.0,genre painting,Baroque,2.1427626680315095,0.4722018686568403
Adriaen van Ostade,1658.0,genre painting,Baroque,-0.3303192129434443,1.3542549638926253
Adriaen van Ostade,1659.0,genre painting,Baroque,0.8411655488220682,1.3017887027807233
Adriaen van Ostade,1660.0,genre painting,Baroque,1.0099434597375907,0.9456317184437678
Adriaen van Ostade,1661.0,genre painting,Baroque,1.818500299836683,0.6635090347150868
Adriaen van Ostade,1662.0,genre painting,Baroque,1.698626939743895,0.7359183878264518
Adriaen van Ostade,1663.0,genre painting,Baroque,0.7087927939399885,1.8658194924881397
Adriaen van Ostade,1665.0,portrait,Baroque,0.5621832430166728,2.2460522601506456
Adriaen van Ostade,1667.0,genre painting,Baroque,1.5706895299681998,0.8640407497794451
Adriaen van Ostade,1668.0,genre painting,Baroque,2.312971973140923,-0.48308153671414145
Adriaen van Ostade,1669.0,genre painting,Baroque,1.2950971624925856,1.3073474525267126
Adriaen van Ostade,1671.0,genre painting,Baroque,0.26967700994493465,3.0002400482167824
Adriaen van Ostade,1672.0,genre painting,Baroque,1.577316297238383,-0.5029043928676125
Adriaen van Ostade,1673.0,genre painting,Baroque,1.7830565320018803,-0.11369188541437555
Adriaen van Ostade,1674.0,genre painting,Baroque,1.5489740065469377,0.9529797928417014
Adriaen van Ostade,1680.0,genre painting,Baroque,2.1548688391381954,-1.4300604083736121
Adriaen van de Velde,1658.0,animal painting,Baroque,-1.589315365225152,0.4230576600267619
Adriaen van de Velde,1659.0,animal painting,Baroque,-0.7353385799318606,-0.49941366606007487
Adriaen van de Velde,1664.0,animal painting,Baroque,-0.17780538671483145,-0.29514699401490735
Adriaen van de Velde,1665.0,religious painting,Baroque,1.8311402438263857,0.7977846423179056
Adriaen van de Velde,1666.0,genre painting,Baroque,1.4545054537396176,-0.24827616920880977
Adriaen van de Velde,1667.0,portrait,Baroque,0.21136922426159,1.385834162564842
Adriaen van de Velde,1668.0,genre painting,Baroque,-1.2256097034655673,-1.0235833234285037
Adriaen van de Velde,1669.0,genre painting,Baroque,0.36532154745994444,-0.8388525026406399
Adriaen van de Velde,1671.0,landscape,Baroque,0.08459479471238972,0.5738968515343366
Adriaen van de Velde,1672.0,cityscape,Baroque,-0.18135510076699596,0.77800822488
Adriaen van de Venne,1614.0,genre painting,Baroque,-0.5743486270726463,0.49608676789913553
Adriaen van de Venne,1615.0,genre painting,Baroque,-0.5666952877155055,1.547709992111385
Adriaen van de Venne,1618.0,portrait,Baroque,0.05184172575661696,1.7395676156815028
Adriaen van de Venne,1619.0,portrait,Baroque,-0.2620864202314386,1.5031548553487684
Adriaen van de Venne,1624.0,genre painting,Baroque,0.6377005754681335,0.5227929768579185
Adriaen van de Venne,1625.0,illustration,Baroque,0.7175899036072844,0.7775723451526719
Adriaen van de Venne,1627.0,genre painting,Baroque,-1.0526136160764883,1.961223304678155
Adriaen van de Venne,1631.0,genre painting,Baroque,0.19214757016363535,0.054585234748384476
Adriaen van de Venne,1634.0,allegorical painting,Baroque,1.4968190094756035,-1.0792334686404916
Adriaen van de Venne,1635.0,illustration,Baroque,-1.6194690208040314,1.3203448801097395
Adriaen van de Venne,1652.0,genre painting,Baroque,2.465287779455252,-1.2769820764907178
Adriaen van de Venne,1661.0,genre painting,Baroque,2.3627501314699026,-1.6854068461595346
Afro,1953.0,abstract,Art Informel,-0.6062228476771914,1.996451249211343
Afro,1955.0,abstract,Art Informel,-2.4531092630846794,0.07792470021384607
Afro,1956.0,abstract,Lyrical Abstraction,0.520731538916676,-1.2363530952076371
Afro,1957.0,abstract,Lyrical Abstraction,-0.758741290093206,-0.14429294422769437
Afro,1958.0,abstract,Lyrical Abstraction,-1.7309569206852766,0.812965688504919
Afro,1960.0,abstract,Lyrical Abstraction,-0.8424327852011015,-0.4765425615229123
Afro,1961.0,abstract,Lyrical Abstraction,-1.5431738835304534,-0.10689670524778269
Afro,1962.0,abstract,Art Informel,-1.8691508974536775,0.47251247322170603
Afro,1963.0,abstract,Art Informel,-0.08499666870372576,-1.014176153435588
Afro,1964.0,abstract,Art Informel,0.028907888176677842,0.5005833534141391
Afro,1965.0,abstract,Lyrical Abstraction,-0.3557740799188787,1.8541536832944938
Afro,1966.0,abstract,Art Informel,0.625275944112293,-0.1935141401713672
Afro,1967.0,abstract,Art Informel,0.9345680462257079,-1.1015917932210315
Afro,1969.0,abstract,Art Informel,-1.2795766938845883,-0.005613807903768522
Afro,1973.0,abstract,Art Informel,0.8562877142653067,1.9608293144304552
Afro,1974.0,abstract,Art Informel,-0.9577869473057301,0.30853775156524865
Afro,1975.0,abstract,Art Informel,2.039589181919208,-1.9655153666231027
Agnes Lawrence Pelton,1929.0,symbolic painting,Precisionism,1.1176522939017786,-0.6091308513233611
Agnes Lawrence Pelton,1930.0,symbolic painting,Precisionism,-0.9109689188138004,-1.5941894193143689
Agnes Lawrence Pelton,1931.0,symbolic painting,Precisionism,-2.1388435387794273,-1.0853320309668377
Agnes Lawrence Pelton,1932.0,symbolic painting,Precisionism,0.47790529161577483,-1.0729610070295128
Agnes Lawrence Pelton,1937.0,symbolic painting,Precisionism,-2.935319556660844,-2.6754046518729737
Agnes Lawrence Pelton,1940.0,symbolic painting,Precisionism,1.2891940619779174,-3.83791872353288
Agnes Lawrence Pelton,1942.0,symbolic painting,Precisionism,-0.24906235035124444,1.9320464443718155
Agnes Lawrence Pelton,1943.0,symbolic painting,Precisionism,-1.5908745596470124,-0.9995491232931275
Agnes Lawrence Pelton,1946.0,symbolic painting,Precisionism,-0.1470085448756354,-5.59745269888595
Agnes Lawrence Pelton,1961.0,symbolic painting,Precisionism,-3.7191512581220696,-2.5155301489572732
Agnes Martin,1957.0,abstract,Minimalism,-2.6349114393212245,0.17211384738999816
Agnes Martin,1959.0,abstract,Color Field Painting,-2.6584592150734365,-2.456252930614666
Agnes Martin,1960.0,abstract,Color Field Painting,-1.9819066341575016,0.8929609728448575
Agnes Martin,1961.0,abstract,Minimalism,-0.6394636984304798,-1.602152359488081
Agnes Martin,1962.0,abstract,Minimalism,1.5191057060390274,-3.5321274369989135
Agnes Martin,1963.0,abstract,Minimalism,-1.2689713211476943,-2.109349925572757
Agnes Martin,1964.0,abstract,Minimalism,-2.6345191538046304,0.17176390377425174
Agnes Martin,1965.0,abstract,Minimalism,-2.634749909990863,0.17196975295998498
Agnes Martin,1966.0,abstract,Minimalism,-2.635003741795718,0.1721961870642914
Agnes Martin,1967.0,abstract,Minimalism,-2.635003741795718,0.1721961870642914
